"[all run data]","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen","[step]","total_world_collagen","percent-pixel-collagen"
,"61","366307","58.07273796686599","61","376069","58.98441329281443","61","371140","59.35692579158906","61","329458","57.308107048328594","61","337003","54.80835212234095","61","371791","58.258994216253306","61","378244","57.54337810018625","61","360835","58.357023821194","61","390178","62.05273992745809","61","378130","59.30791098911871"
,"62","373315","58.258994216253306","62","382807","59.14126066071954","62","378088","59.543182040976376","62","336343","57.562984021174394","62","344077","55.00441133222233","62","378283","58.45505342613469","62","385480","57.641407705126944","62","367390","58.52367414959318","62","397084","62.248799137339475","62","385231","59.5039701990001"
,"63","379840","58.45505342613469","63","389761","59.288305068130576","63","384988","59.709832369375555","63","343159","57.77864915204391","63","351334","55.16125870012744","63","385789","58.6119007940398","63","392623","57.77864915204391","63","374188","58.690324477992355","63","403588","62.40564650524458","63","392086","59.71963532986962"
,"64","386701","58.690324477992355","64","396430","59.41574355455347","64","392362","59.83727085579845","64","350023","58.06293500637192","64","358684","55.30830310753848","64","393169","58.72953631996863","64","399694","57.994314282913436","64","381481","58.83736888540339","64","410701","62.54288795216155","64","399139","59.798059013822176"
,"65","393547","58.856974806391534","65","403459","59.57259092245859","65","399754","59.92549750024507","65","356995","58.21978237427703","65","365773","55.49455935692579","65","400123","58.856974806391534","65","406906","58.170767571806685","65","388669","58.955004411332226","65","417433","62.63111459660818","65","405970","59.96470934222135"
,"66","400561","58.97461033232036","66","410494","59.76865013233997","66","407131","60.033330065679834","66","363808","58.347220860699935","66","373300","55.57298304087834","66","406855","58.96480737182629","66","414010","58.31781197921772","66","395551","59.190275463189884","66","424543","62.778159004019216","66","413050","60.121556710126455"
,"67","407221","59.1216547397314","67","417538","59.856876776786585","67","413893","60.18037447309087","67","370624","58.54328007058132","67","380029","55.60239192236055","67","414187","59.14126066071954","67","421009","58.38643270267621","67","403186","59.33731987060092","67","431374","62.91540045093618","67","419914","60.307812959513775"
,"68","414181","59.26869914714244","68","424612","59.96470934222135","68","421000","60.356827761984114","68","377515","58.72953631996863","68","387082","55.690618566807174","68","421252","59.21968434467209","68","428125","58.46485638662876","68","410395","59.49416723850603","68","438187","63.023233016370945","68","426937","60.44505440643074"
,"69","421051","59.4059405940594","69","431725","60.18037447309087","69","428359","60.45485736692481","69","384469","58.90598960886187","69","394207","55.700421527301245","69","428533","59.31771394961278","69","435388","58.59229487305166","69","417598","59.59219684344672","69","445153","63.14086854229978","69","434029","60.641113616312126"
,"70","427918","59.523576119988235","70","438613","60.33722184099598","70","435559","60.57249289285364","70","391390","59.09224585824919","70","401485","55.79845113224194","70","435478","59.435349475541614","70","442528","58.70012743848642","70","424870","59.66081756690521","70","452062","63.23889814724047","70","440908","60.807763944711304"
,"71","434653","59.69022644838741","71","445624","60.464660327418876","71","442552","60.67052249779433","71","398320","59.180472502695814","71","408724","55.88667777668856","71","442462","59.523576119988235","71","449761","58.768748161944906","71","431977","59.71963532986962","71","459010","63.40554847563965","71","448240","60.98421723360455"
,"72","441598","59.76865013233997","72","452350","60.50387216939516","72","449767","60.74894618174689","72","405457","59.29810802862465","72","415924","55.93569257915891","72","449848","59.67062052739928","72","456682","58.87658072737967","72","439003","59.81766493481031","72","466222","63.601607685521024","72","455236","61.170473482991866"
